Book Id,name,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID,price,layout,cover,excerpt,book-link,tweet,categories,tags
25365679,The All Lies Invasion: The political and media conspiracy of lies spun over recent conflicts are recognised. Less well known the lies told about the Third Reich and Second World War.,Mike Walsh,"Walsh, Mike",,,,0,4,,Kindle Edition,119,2015,2015,,2/28/2017,altright,altright (#80),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
25437276,"¡Adios, America!: The Left's Plan to Turn Our Country into a Third World Hellhole",Ann Coulter,"Coulter, Ann",,,,0,4.11,Regnery Publishing,Kindle Edition,392,2015,2015,,2/28/2017,altright,altright (#79),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
26078987,March Of The Titans The Complete History Of The White Race,Arthur Kemp,"Kemp, Arthur",,1105328740,,0,4.62,lulu.com,Paperback,694,2012,2012,,2/28/2017,altright,altright (#78),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
120773,Paved with Good Intentions: The Failure of Race Relations in Contemporary America,Jared Taylor,"Taylor, Jared",,0965638340,9780965638340,0,4.06,New Century Books,Paperback,421,2004,1992,,2/28/2017,altright,altright (#77),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
3428244,Race And Reason,Carleton Putnam,"Putnam, Carleton",,0965638367,9780965638364,0,4.07,,,,,1980,,2/28/2017,altright,altright (#76),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
11320462,Bolshevism From Moses to Lenin,Dietrich Eckart,"Eckart, Dietrich",,,2940035861314,0,4.33,,Nook,0,,1924,,2/28/2017,altright,altright (#75),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
684479,"The Decline of the West, Vol 1: Form and Actuality",Oswald Spengler,"Spengler, Oswald",,0394421795,9780394421797,0,4.26,Alfred A. Knopf,Hardcover,480,1945,1918,,2/28/2017,altright,altright (#74),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
7076944,Das Manifest zur Brechung der Zinsknechtschaft des Geldes,Gottfried Feder,"Feder, Gottfried",,,,0,4.29,,,62,1919,1912,,2/28/2017,altright,altright (#73),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
10508578,"Hellstorm: The Death Of Nazi Germany, 1944-1947",Thomas Goodrich,"Goodrich, Thomas",,097138522X,9780971385221,0,4.3,Aberdeen Books,Hardcover,376,2010,2010,,2/28/2017,altright,altright (#72),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
17691460,The Banking Swindle: Money Creation and the State,Kerry Bolton,"Bolton, Kerry",,1908476842,9781908476845,0,4.57,Black House Publishing,Paperback,194,2013,2013,,2/28/2017,altright,altright (#71),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
17931149,Generation Identity ‒ A Declaration of War Against the '68ers,Markus Willinger,"Willinger, Markus","David Schreiber, John B. Morgan, Philippe Vardon",1907166416,9781907166419,0,3.55,Arktos,Paperback,103,2013,2013,,2/28/2017,altright,altright (#70),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
21256505,Folk and Nation: Ethnonationalism Explained,Arthur Kemp,"Kemp, Arthur",,,,0,5,Ostara Publications,Kindle Edition,51,2012,2012,,2/28/2017,altright,altright (#69),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
23547821,Face to Face with Race,Jared Taylor,"Taylor, Jared",,,,0,4.36,New Century Books,Kindle Edition,206,2014,2014,,2/28/2017,altright,altright (#68),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
655025,The Inequality of Human Races,Joseph-Arthur de Gobineau,"Gobineau, Joseph-Arthur de",,0865274304,9780865274303,0,2.94,Howard Fertig,Paperback,217,1999,1854,,2/28/2017,altright,altright (#67),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
78092,In Our Hands: A Plan to Replace the Welfare State,Charles Murray,"Murray, Charles",,0844742236,9780844742236,0,3.64,American Enterprise Institute Press,Hardcover,214,2006,2006,,2/28/2017,altright,altright (#66),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
170512,"Losing Ground: American Social Policy, 1950-1980",Charles Murray,"Murray, Charles",,0465042333,9780465042333,0,3.87,Basic Books,Paperback,346,1994,1983,,2/28/2017,altright,altright (#65),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
223556,The Bell Curve: Intelligence and Class Structure in American Life,Richard J. Herrnstein,"Herrnstein, Richard J.",Charles Murray,0684824299,9780684824291,0,3.39,Free Press,Paperback,912,1996,1994,,2/28/2017,altright,altright (#64),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
282085,"Human Accomplishment: The Pursuit of Excellence in the Arts and Sciences, 800 B.C. to 1950",Charles Murray,"Murray, Charles",,0060929642,9780060929640,0,3.86,Harper Perennial,Paperback,688,2004,2004,,2/28/2017,altright,altright (#63),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
980031,"Democracy--The God That Failed: The Economics and Politics of Monarchy, Democracy, and Natural Order",Hans-Hermann Hoppe,"Hoppe, Hans-Hermann",,0765808684,9780765808684,0,4.2,Transaction Publishers,Paperback,304,2001,2001,,2/28/2017,altright,altright (#62),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
12031563,"Coming Apart: The State of White America, 1960-2010",Charles Murray,"Murray, Charles",,0307453421,9780307453426,0,3.73,Crown Forum,Hardcover,416,2012,2012,,2/28/2017,altright,altright (#61),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
66485,The Crisis of Islam: Holy War and Unholy Terror,Bernard Lewis,"Lewis, Bernard",,0812967852,9780812967852,0,3.7,Random House Trade Paperbacks,Paperback,224,2004,,,2/28/2017,altright,altright (#60),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
27577,What Went Wrong? The Clash Between Islam & Modernity in the Middle East,Bernard Lewis,"Lewis, Bernard",,0060516054,9780060516055,0,3.48,Harper Perennial,Paperback,186,2003,2001,,2/28/2017,altright,altright (#59),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
1946717,The Myth of the Twentieth Century,Alfred Rosenberg,"Rosenberg, Alfred",,0911038477,9780911038477,0,3.51,Legion for the Survival of Freedom,Hardcover,454,1982,1930,,2/28/2017,altright,altright (#58),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
6476346,Memoirs of Alfred Rosenberg,Alfred Rosenberg,"Rosenberg, Alfred",,,,0,4.33,"Ziff-Davis Pub. Co., Chicago & NY ",Hardcover,328,1949,1949,,2/28/2017,altright,altright (#57),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
15829584,The Track of the Jew through the Ages,Alfred Rosenberg,"Rosenberg, Alfred",Alexander Jacob,1471759547,9781471759543,0,3.5,Historical Review Press,Paperback,215,2012,2012,,2/28/2017,altright,altright (#56),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
24706229,Memoirs,Alfred Rosenberg,"Rosenberg, Alfred",,,,0,3.43,Ostara Publications,Kindle Edition,216,2015,2015,,2/28/2017,altright,altright (#55),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
6781112,Nature's Eternal Religion,Ben Klassen,"Klassen, Ben",,,,0,3.77,"Ben Klassen, founder of the Church of the Creator",Paperback,,1973,1973,,2/28/2017,altright,altright (#54),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
14408997,The White Man's Bible,Ben Klassen,"Klassen, Ben",,1466352655,9781466352650,0,3.15,Createspace Independent Publishing Platform,Paperback,366,2011,1981,,2/28/2017,altright,altright (#53),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
234225,Dune,Frank Herbert,"Herbert, Frank",,0340839937,9780340839935,0,4.18,Hodder & Stoughton,Paperback,604,2006,1965,,2/28/2017,altright,altright (#52),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
1647247,Race: The Reality of Human Differences,Vincent Sarich,"Sarich, Vincent",Frank Miele,0813343224,9780813343228,0,3.29,Westview Press,Paperback,304,2005,2004,,2/28/2017,altright,altright (#51),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
1922888,The Latham Diaries,Mark Latham,"Latham, Mark",,0522852157,9780522852158,0,3.5,Not Avail,Hardcover,429,2005,2005,,2/28/2017,altright,altright (#50),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
17183648,Not Dead Yet: Labor's Post-Left Future (Quarterly Essay #49),Mark Latham,"Latham, Mark",,,9781863955973,0,3.36,Black Inc.,Paperback,101,2013,2013,,2/28/2017,altright,altright (#49),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
22851727,The Political Bubble: Why Australians Don't Trust Pollitics,Mark Latham,"Latham, Mark",,1742614078,9781742614076,0,3.33,Pan MacMillan,Mass Market Paperback,304,2014,2014,,2/28/2017,altright,altright (#48),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
19337213,The Conservative Revolution,Cory Bernardi,"Bernardi, Cory",,1922168963,9781922168962,0,3.29,Connor Court Publishing Pty Ltd,Paperback,178,2013,2013,,2/28/2017,altright,altright (#47),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
1659471,"The Decline of the West, Vol 2: Perspectives of World History",Oswald Spengler,"Spengler, Oswald",,0394421760,9780394421766,0,4.44,Alfred A. Knopf,Hardcover,560,1945,1922,,2/28/2017,altright,altright (#46),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
225468,Industrial Society and Its Future,Theodore J. Kaczynski,"Kaczynski, Theodore J.",,,,0,3.79,,Paperback,149,1995,1995,,2/28/2017,altright,altright (#45),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
12091888,سيكولوجية الجماهير,Gustave Le Bon,"Bon, Gustave Le","هاشم صالح, غوستاف لوبون",,9781855168152,0,3.87,دار الساقي,Paperback,223,2011,1895,,2/28/2017,altright,altright (#44),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
8836186,"Technological Slavery: The collected writings of Theodore J. Kaczynski, a.k.a. ""The Unabomber""",Theodore J. Kaczynski,"Kaczynski, Theodore J.",David Skrbina,193259583X,9781932595833,0,3.97,Feral House,ebook,431,2010,2010,,2/28/2017,altright,altright (#43),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
26891268,Crippled America: How to Make America Great Again,Donald J. Trump,"Trump, Donald J.",,1501137964,9781501137969,0,3.47,Threshold Editions,Hardcover,193,2015,2015,,2/28/2017,altright,altright (#42),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
48292,Not Out of Africa: How Afrocentrism Became an Excuse to Teach Myth as History,Mary Lefkowitz,"Lefkowitz, Mary",,046509838X,9780465098385,0,3.53,Basic Books,Paperback,297,1997,1996,,2/28/2017,altright,altright (#41),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
654025,Black Athena Revisited,Mary Lefkowitz,"Lefkowitz, Mary",Guy Maclean Rogers,0807845558,9780807845554,0,3,University of North Carolina Press,Paperback,544,1996,1996,,2/28/2017,altright,altright (#40),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
2276884,History Lesson: A Race Odyssey,Mary Lefkowitz,"Lefkowitz, Mary",,030012659X,9780300126594,0,3.89,Yale University Press,Hardcover,208,2008,2008,,2/28/2017,altright,altright (#39),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
393527,The Synagogue of Satan: The Secret History of Jewish World Domination,Andrew Carrington Hitchcock,"Hitchcock, Andrew Carrington",,1930004451,9781930004450,0,3.87,Rivercrest Publishing,Paperback,317,2007,2007,,2/28/2017,altright,altright (#38),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
106169,"The Black Book of Communism: Crimes, Terror, Repression",Stéphane Courtois,"Courtois, Stéphane","Andrzej Paczkowski, Karel Bartosek",0674076087,9780674076082,0,4.1,Harvard University Press,Hardcover,858,1999,1997,,2/28/2017,altright,altright (#37),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
6363664,America's Half-Blood Prince: Barack Obama's Story of Race and Inheritance,Steve Sailer,"Sailer, Steve",,0578000377,9780578000374,0,4,Vdare Foundation,Paperback,320,2009,2008,,2/28/2017,altright,altright (#36),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
30112,America Alone: The End of the World As We Know It,Mark Steyn,"Steyn, Mark",,0895260786,9780895260789,0,4.15,Regnery Publishing,Hardcover,224,2006,2006,,2/28/2017,altright,altright (#35),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
179404,Revolt Against the Modern World,Julius Evola,"Evola, Julius",Guido Stucco,089281506X,9780892815067,0,4.27,Inner Traditions,Hardcover,375,1995,1934,,2/28/2017,altright,altright (#34),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
12284775,Summoning the Gods,Collin Cleary,"Cleary, Collin","Cleary Collin, Greg Johnson",1935965220,9781935965220,0,4.11,Counter-Currents Publishing,Paperback,216,2011,2011,,2/28/2017,altright,altright (#33),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
18064155,Pulp Fascism,Jonathan Bowden,"Bowden, Jonathan",,1935965646,9781935965640,0,4.22,Counter-Currents Publishing,Paperback,204,2013,2013,,2/28/2017,altright,altright (#32),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
15959920,Artists of the Right,Kerry Bolton,"Bolton, Kerry",,1935965131,9781935965138,0,4.4,Counter-Currents Publishing,Hardcover,208,2012,2012,,2/28/2017,altright,altright (#31),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
11162887,Taking Our Own Side,Michael J. Polignano,"Polignano, Michael J.",,1935965050,9781935965053,0,4,Counter-Currents Publishing,Paperback,204,2010,2010,,2/28/2017,altright,altright (#30),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
6619732,The Dispossessed Majority,Wilmot Robertson,"Robertson, Wilmot",,,,0,4.36,Howard Allen Enterprises,,635,,,,2/28/2017,altright,altright (#29),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
2371909,"New Culture, New Right: Anti-Liberalism in Postmodern Europe",Michael O'Meara,"O'Meara, Michael",,1410764613,9781410764614,0,4.29,Authorhouse,Paperback,236,2004,2004,,2/28/2017,altright,altright (#28),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
17445371,Fascism Viewed from the Right,Julius Evola,"Evola, Julius","E. Christian Kopff, John B. Morgan",1907166858,9781907166853,0,3.96,Arktos Media Ltd,Paperback,130,2013,1974,,2/28/2017,altright,altright (#27),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
17872254,Notes on the Third Reich,Julius Evola,"Evola, Julius",,1907166866,9781907166860,0,4.1,Arktos Media Ltd,Paperback,96,2013,1974,,2/28/2017,altright,altright (#26),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
13550075,Fighting for the Essence: Western Ethnosuicide or European Renaissance?,Pierre Krebs,"Krebs, Pierre",,1907166599,9781907166594,0,3.88,Arktos,Paperback,103,2012,2002,,2/28/2017,altright,altright (#25),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
8325112,The Passing Of The Great Race Or The Racial Basis Of European History,Madison Grant,"Grant, Madison",,,,0,3.41,,Kindle Edition,,,1916,,2/28/2017,altright,altright (#24),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
10640497,The Problem of Democracy,Alain de Benoist,"Benoist, Alain de",Tomislav Sunić,1907166173,9781907166174,0,4.14,Arktos Media Ltd,Hardcover,106,2011,1986,,2/28/2017,altright,altright (#23),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
13572289,The Way of Men,Jack Donovan,"Donovan, Jack",,0985452307,9780985452308,0,3.88,Dissonant Hum,Paperback,170,2012,2012,,2/28/2017,altright,altright (#22),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
11450904,White Identity: Racial Consciousness in the 21st Century,Jared Taylor,"Taylor, Jared",,0965638391,9780965638395,0,4.16,New Century Books,Paperback,344,2011,2011,,2/28/2017,altright,altright (#21),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
25922035,An Open Letter to Open-Minded Progressives,Mencius Moldbug,"Moldbug, Mencius",Lex Corvus,,,0,4.31,Unqualified Reservations,Kindle Edition,319,2015,2015,,2/28/2017,altright,altright (#20),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
26168300,SJWs Always Lie: Taking Down the Thought Police,Vox Day,"Day, Vox",Milo Yiannopoulos,,,0,4.1,Castalia House,Kindle Edition,236,2015,2015,,2/28/2017,altright,altright (#19),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
28104503,"Cuckservative: How ""Conservatives"" Betrayed America",John Red Eagle,"Eagle, John Red","Vox Day, Mike Cernovich",,,0,4.33,Castalia House,Kindle Edition,190,2015,,,2/28/2017,altright,altright (#18),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
29908546,"Technology, Communism and the Brown Scare",Mencius Moldbug,"Moldbug, Mencius",,,,0,4.25,Unqualified Reservations,Kindle Edition,27,2016,,,2/28/2017,altright,altright (#17),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
30090454,Moldbug on Carlyle,Mencius Moldbug,"Moldbug, Mencius",,,,0,4.5,Unqualified Reservations,Kindle Edition,83,2016,,,2/28/2017,altright,altright (#16),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
54270,Mein Kampf,Adolf Hitler,"Hitler, Adolf",,0395083621,9780395083628,0,3.09,Houghton Mifflin - Sentry Edition,Paperback,384,1971,1925,,2/28/2017,altright,altright (#15),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
424283,Men Among the Ruins: Post-War Reflections of a Radical Traditionalist,Julius Evola,"Evola, Julius",Joscelyn Godwin,0892819057,9780892819058,0,4.22,Inner Traditions,Paperback,328,2002,1990,,2/28/2017,altright,altright (#14),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
18523035,Tales of New America,Gunther Roosevelt,"Roosevelt, Gunther",,,,0,3.43,Callister Green,Kindle Edition,243,2013,2013,,2/28/2017,altright,altright (#13),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
530270,The Turner Diaries,Andrew MacDonald,"MacDonald, Andrew",William Luther Pierce,1569800863,9781569800867,0,2.97,Barricade Books,Paperback,211,1978,1978,,2/28/2017,altright,altright (#12),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
801754,The Decline of the West,Oswald Spengler,"Spengler, Oswald",,0195066340,9780195066340,0,4.07,"Oxford University Press, USA",Paperback,492,1991,1918,,2/28/2017,altright,altright (#11),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
224127,The Israel Lobby and U.S. Foreign Policy,John J. Mearsheimer,"Mearsheimer, John J.",Stephen M. Walt,0374177724,9780374177720,0,3.94,"Farrar, Straus and Giroux",Hardcover,484,2007,2006,,2/28/2017,altright,altright (#10),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
356414,Ethnic Conflicts Explained by Ethnic Nepotism,Tatu Vanhanen,"Vanhanen, Tatu",,0762305835,9780762305834,0,5,Emerald Group Publishing,Hardcover,392,1999,1999,,2/28/2017,altright,altright (#9),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
791032,Eugenics: A Reassessment,Richard Lynn,"Lynn, Richard",,0275958221,9780275958220,0,3.53,Praeger Publishers,Hardcover,380,2001,2001,,2/28/2017,altright,altright (#8),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
15991018,Did six million really die ?,Richard E. Harwood,"Harwood, Richard E.",,9544491929,,0,3.84,,,108,2006,1974,,2/28/2017,altright,altright (#7),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
9436017,Archeofuturism,Guillaume Faye,"Faye, Guillaume",Michael O'Meara,1907166092,9781907166099,0,3.97,Arktos Media Ltd,Paperback,252,2010,1999,,2/28/2017,altright,altright (#6),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
20706963,New Right vs. Old Right,Greg   Johnson,"Johnson, Greg",,,,0,3.83,Counter-Currents Publishing,,248,2013,2013,,2/28/2017,altright,altright (#5),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
19221751,"North American New Right, Volume One",Greg   Johnson,"Johnson, Greg","Harold Covington, F. Roger Devlin, Kerry Bolton, Jonathan Bowden, Alain de Benoist, Michael O'Meara, Alex Kurtagic, Guillaume Faye, Julius Evola",,,0,4.15,Counter-Currents Publishing,Kindle Edition,373,2013,2012,,2/28/2017,altright,altright (#4),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
243604,Imperium,Francis Parker Yockey,"Yockey, Francis Parker",,0911038108,9780911038101,0,4.02,Legion for the Survival of Freedom,Paperback,626,1962,2000,,2/28/2017,altright,altright (#3),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
15785079,The Fourth Political Theory,Alexander Dugin,"Dugin, Alexander",Александр Дугин,1907166653,9781907166655,0,3.44,Arktos Media Ltd.,Paperback,211,2012,2009,,2/28/2017,altright,altright (#2),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright
182136,The Culture of Critique: An Evolutionary Analysis of Jewish Involvement in Twentieth-Century Intellectual and Political Movements,Kevin B. MacDonald,"MacDonald, Kevin B.",,0759672229,9780759672222,0,4.32,1st Book Library,Paperback,544,2002,1998,,2/28/2017,altright,altright (#1),read,,,,0,,,0,,,,,,0,book,,,,,altright,altright